# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-T" "1" "-F" "GTF" "-a" "genome.gtf" "-t" "gene" "-g" "gene_id" "-s" "1" "-o" "counts_matrix.txt" "SRR10379726_trimmed.sorted.bam" "SRR10379725_trimmed.sorted.bam" "SRR10379723_trimmed.sorted.bam" "SRR10379722_trimmed.sorted.bam" "SRR10379724_trimmed.sorted.bam" "SRR10379721_trimmed.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10379726_trimmed.sorted.bam	SRR10379725_trimmed.sorted.bam	SRR10379723_trimmed.sorted.bam	SRR10379722_trimmed.sorted.bam	SRR10379724_trimmed.sorted.bam	SRR10379721_trimmed.sorted.bam
SAOUHSC_00714	NC_007795.1	699194	700249	-	1056	1764	40016	27316	33731	35277	48178
SAOUHSC_00715	NC_007795.1	700249	700935	-	687	1833	31338	17499	22064	27595	30852
SAOUHSC_00716	NC_007795.1	700910	701383	-	474	997	15550	9078	11148	18377	15912
SAOUHSC_00717	NC_007795.1	701725	702165	-	441	467	23525	12922	16748	24121	24593
SAOUHSC_00718	NC_007795.1	702445	703029	-	585	203	1475	2404	1202	1390	2234
SAOUHSC_00719	NC_007795.1	703128	703841	-	714	1274	4397	7578	6424	3081	8354
SAOUHSC_00720	NC_007795.1	703845	704264	-	420	133	1871	2799	2526	1202	3016
SAOUHSC_00721	NC_007795.1	704266	704934	-	669	137	1889	3189	2531	1047	3267
SAOUHSC_00722	NC_007795.1	705285	705878	+	594	57	228	184	188	232	262
SAOUHSC_00723	NC_007795.1	705862	707013	+	1152	259	924	708	630	648	928
SAOUHSC_00724	NC_007795.1	707013	707621	+	609	95	893	619	567	589	722
SAOUHSC_00725	NC_007795.1	707687	707893	+	207	25	555	318	269	544	312
SAOUHSC_00726	NC_007795.1	707981	708691	+	711	248	2761	1455	1297	2057	1724
SAOUHSC_00727	NC_007795.1	708675	709679	+	1005	795	3782	2582	2303	3105	3039
SAOUHSC_00728	NC_007795.1	710153	712093	+	1941	6215	61461	213600	170290	75229	251698
SAOUHSC_00729	NC_007795.1	712364	714247	+	1884	2328	14142	13627	11954	9762	17968
SAOUHSC_00730	NC_007795.1	714259	716040	+	1782	2172	21384	25241	19789	14311	32324
SAOUHSC_00731	NC_007795.1	716262	717239	+	978	2801	7323	1045	1760	5255	1869
SAOUHSC_00732	NC_007795.1	717232	718746	+	1515	1619	11510	3244	4035	8768	5392
SAOUHSC_00733	NC_007795.1	718986	720044	+	1059	1046	8415	396	539	6390	611
SAOUHSC_00734	NC_007795.1	720395	720937	+	543	480	6308	1241	1292	4904	1912
SAOUHSC_00735	NC_007795.1	721050	721148	+	99	143	748	203	199	486	278
SAOUHSC_00736	NC_007795.1	721561	722478	-	918	3387	17903	6438	10349	19158	9738
SAOUHSC_00737	NC_007795.1	722569	722670	+	102	4	25	12	9	16	10
SAOUHSC_00738	NC_007795.1	722748	724253	-	1506	9059	41729	4053	6307	40529	6675
SAOUHSC_00739	NC_007795.1	724594	725094	-	501	497	1931	2095	1974	1481	2470
SAOUHSC_00740	NC_007795.1	725114	725848	-	735	172	3194	2763	2616	2385	3338
SAOUHSC_00741	NC_007795.1	726781	727179	+	399	1780	12964	2586	2798	10501	3851
SAOUHSC_00742	NC_007795.1	727082	729247	+	2166	12651	110319	23851	25731	92785	37451
SAOUHSC_00743	NC_007795.1	729365	730336	+	972	5623	59142	11776	12755	51845	18313
SAOUHSC_00744	NC_007795.1	730469	730573	+	105	14	11	20	14	15	37
SAOUHSC_00745	NC_007795.1	730850	731005	+	156	4	3	5	0	1	6
SAOUHSC_00746	NC_007795.1	731044	732015	+	972	54	496	484	684	443	720
SAOUHSC_00747	NC_007795.1	732002	732958	+	957	3	230	472	433	197	578
SAOUHSC_00748	NC_007795.1	732955	733716	+	762	17	199	511	542	174	715
SAOUHSC_00749	NC_007795.1	733835	734863	+	1029	93	868	1218	1235	585	1601
SAOUHSC_00751	NC_007795.1	735180	735494	-	315	185	1692	942	999	1475	1267
SAOUHSC_00752	NC_007795.1	735512	736435	-	924	556	2354	1303	1405	2403	2012
SAOUHSC_00753	NC_007795.1	736562	737080	-	519	21	517	176	200	394	223
SAOUHSC_00754	NC_007795.1	737200	738078	+	879	97	1679	1383	1131	1306	1870
SAOUHSC_00755	NC_007795.1	738232	738552	+	321	327	4782	6611	8211	4181	9269
SAOUHSC_00756	NC_007795.1	738977	740101	+	1125	1392	4836	3349	4583	3786	4699
SAOUHSC_00757	NC_007795.1	740290	741516	-	1227	2024	7764	6712	6500	6496	9683
SAOUHSC_00758	NC_007795.1	741530	742024	-	495	96	660	325	339	496	535
SAOUHSC_00759	NC_007795.1	742042	742803	-	762	57	533	232	256	527	412
SAOUHSC_00760	NC_007795.1	742999	744069	-	1071	320	3980	26941	19859	4394	25979
SAOUHSC_00762	NC_007795.1	744387	745442	+	1056	664	5940	2283	2050	4053	2856
SAOUHSC_00763	NC_007795.1	745612	746253	-	642	891	2881	1033	1459	2779	2055
SAOUHSC_00764	NC_007795.1	746397	746780	+	384	331	2490	3775	3375	3928	4976
SAOUHSC_00765	NC_007795.1	747288	748226	+	939	9	195	633	623	229	662
SAOUHSC_00766	NC_007795.1	748219	748893	+	675	67	430	512	503	350	676
SAOUHSC_00767	NC_007795.1	748954	749526	+	573	7089	68740	10711	17488	50999	20414
SAOUHSC_00769	NC_007795.1	749940	752471	+	2532	14871	54878	25537	32222	44094	41680
SAOUHSC_00770	NC_007795.1	752513	752617	+	105	42	126	82	62	102	87
SAOUHSC_00771	NC_007795.1	753021	753896	+	876	2154	6773	2839	2663	4237	3875
SAOUHSC_00772	NC_007795.1	754050	754157	+	108	1	5	6	7	1	7
SAOUHSC_00773	NC_007795.1	754305	755144	+	840	51	610	1051	970	419	1269
SAOUHSC_00774	NC_007795.1	755318	755968	+	651	146	2954	346	293	1892	613
SAOUHSC_00775	NC_007795.1	755965	756201	+	237	23	594	97	86	520	191
SAOUHSC_00776	NC_007795.1	756470	757501	+	1032	458	2560	4293	4203	2389	5795
SAOUHSC_00778	NC_007795.1	757511	758527	+	1017	0	0	0	0	0	0
SAOUHSC_00779	NC_007795.1	758680	759654	+	975	606	4198	6589	6130	3849	8633
SAOUHSC_00780	NC_007795.1	759662	762508	+	2847	5580	15564	28978	25612	15907	35082
SAOUHSC_00781	NC_007795.1	763170	764102	+	933	1594	9499	1092	1895	6335	1925
SAOUHSC_00782	NC_007795.1	764108	764947	+	840	915	4600	439	707	2801	734
SAOUHSC_00783	NC_007795.1	764955	765440	+	486	318	2527	335	467	1612	521
SAOUHSC_00784	NC_007795.1	765448	766887	+	1440	394	5838	1469	1909	4911	2356
SAOUHSC_00785	NC_007795.1	766954	767889	+	936	7290	20750	4060	7347	15512	9057
SAOUHSC_00786	NC_007795.1	768263	768688	-	426	119	143	91	149	150	209
SAOUHSC_00787	NC_007795.1	768883	769794	+	912	898	8903	2249	3576	5357	3561
SAOUHSC_00788	NC_007795.1	769791	770786	+	996	16595	35526	7161	12340	26937	11184
SAOUHSC_00789	NC_007795.1	770896	771840	+	945	8150	38963	10626	15930	27925	16557
SAOUHSC_T0005	NC_007795.1	772155	772226	-	72	14	168	22	32	184	38
SAOUHSC_00790	NC_007795.1	772413	773000	+	588	1380	10543	11070	14848	13484	18711
SAOUHSC_00792	NC_007795.1	773243	774145	-	903	4406	15545	1961	2641	14443	2834
SAOUHSC_00793	NC_007795.1	774848	775477	+	630	15417	44455	4630	6729	24300	6224
SAOUHSC_00794	NC_007795.1	776119	777132	+	1014	33439	74443	24578	30429	101824	38597
SAOUHSC_00795	NC_007795.1	777185	778195	+	1011	93835	266924	34629	47746	300822	57751
SAOUHSC_00796	NC_007795.1	778334	779524	+	1191	21428	81018	8363	10545	85441	14324
SAOUHSC_00797	NC_007795.1	779646	780407	+	762	22242	89165	8865	11601	78221	13994
SAOUHSC_00798	NC_007795.1	780410	781927	+	1518	86796	154296	17274	21978	146931	28476
SAOUHSC_00799	NC_007795.1	782057	783361	+	1305	104080	148762	21424	31154	153747	39621
SAOUHSC_00800	NC_007795.1	783701	784159	+	459	249	7550	4176	3146	6091	4195
SAOUHSC_00801	NC_007795.1	784226	784459	+	234	5813	13524	7113	8964	8310	9368
SAOUHSC_00802	NC_007795.1	784575	785315	+	741	1992	12617	14691	17010	9156	16247
SAOUHSC_00803	NC_007795.1	785349	787721	+	2373	11343	56245	62660	74358	49150	71160
SAOUHSC_00804	NC_007795.1	787743	788207	+	465	3400	14441	13432	15561	10718	15606
SAOUHSC_00806	NC_007795.1	789529	789852	-	324	46	533	1309	730	330	1247
SAOUHSC_00807	NC_007795.1	789868	790014	-	147	51	243	636	489	205	860
SAOUHSC_00808	NC_007795.1	790206	790934	-	729	84	933	1813	1318	852	2130
SAOUHSC_00809	NC_007795.1	791370	791525	+	156	1	3	6	10	6	9
SAOUHSC_00810	NC_007795.1	791533	792054	+	522	133	900	146	205	494	171
SAOUHSC_00811	NC_007795.1	792193	792723	+	531	489	2936	654	757	1570	800
SAOUHSC_00812	NC_007795.1	792986	795769	+	2784	130584	112153	73939	117857	122772	115355
SAOUHSC_00816	NC_007795.1	797866	798888	+	1023	163	1530	412	502	1811	686
SAOUHSC_00817	NC_007795.1	799223	799693	+	471	257	858	222	360	951	438
SAOUHSC_00818	NC_007795.1	800034	800720	+	687	5	56	160	114	46	254
SAOUHSC_00819	NC_007795.1	801077	801277	+	201	14237	61377	33079	38229	91446	52905
SAOUHSC_00820	NC_007795.1	801773	801991	-	219	276	2726	1331	1595	3057	1790
SAOUHSC_00821	NC_007795.1	802053	802337	-	285	206	1629	644	895	1789	893
SAOUHSC_00822	NC_007795.1	802425	802994	-	570	312	1174	221	316	881	397
SAOUHSC_00823	NC_007795.1	803182	803370	-	189	225	1922	909	728	2273	953
SAOUHSC_00824	NC_007795.1	803399	803659	-	261	313	2725	752	678	2070	911
SAOUHSC_00825	NC_007795.1	804000	804203	+	204	41	401	705	687	440	909
SAOUHSC_00826	NC_007795.1	804200	804436	-	237	943	14473	2817	4443	14950	4192
SAOUHSC_00827	NC_007795.1	804682	805242	+	561	449	1307	6416	5363	1550	7094
SAOUHSC_00828	NC_007795.1	805315	805932	-	618	537	5572	1351	1262	6099	1682
SAOUHSC_00830	NC_007795.1	806087	806581	-	495	463	6303	6814	6900	7139	8423
SAOUHSC_00831	NC_007795.1	806980	807402	-	423	3523	7502	1735	2842	6408	2529
SAOUHSC_00832	NC_007795.1	807550	808266	+	717	35	565	464	501	485	679
SAOUHSC_00833	NC_007795.1	808349	808888	+	540	1387	6504	5819	6863	4278	8634
SAOUHSC_00834	NC_007795.1	809038	809358	-	321	837	2232	741	1234	2715	1651
SAOUHSC_00835	NC_007795.1	809502	809858	+	357	129	5463	220	365	3154	474
SAOUHSC_00836	NC_007795.1	810016	810396	+	381	1044	16603	2594	3545	11954	4234
SAOUHSC_00837	NC_007795.1	810460	810573	+	114	7	150	52	52	74	48
SAOUHSC_00838	NC_007795.1	810575	811453	+	879	112	1139	1040	1478	1151	1436
SAOUHSC_00839	NC_007795.1	811872	811985	+	114	54	144	121	178	144	196
SAOUHSC_00840	NC_007795.1	812195	812581	+	387	219	1378	741	1052	1574	1023
SAOUHSC_00841	NC_007795.1	812574	812870	+	297	157	1210	501	609	1064	544
SAOUHSC_00842	NC_007795.1	813120	814145	+	1026	11149	54170	12966	10424	30740	13353
SAOUHSC_00843	NC_007795.1	814138	814833	+	696	3873	20438	6534	5613	10866	7121
SAOUHSC_00844	NC_007795.1	814851	815672	+	822	3095	37119	15723	11067	16652	15439
SAOUHSC_00845	NC_007795.1	816026	816220	+	195	5855	129951	36959	54930	122786	69299
SAOUHSC_00846	NC_007795.1	816453	817304	-	852	81	360	976	799	469	975
SAOUHSC_00847	NC_007795.1	817632	818393	+	762	6105	26397	42658	57016	26723	55022
SAOUHSC_00848	NC_007795.1	818491	819798	+	1308	8529	37152	79659	98826	44213	105868
SAOUHSC_00849	NC_007795.1	819904	821154	+	1251	19329	47199	89897	109743	45446	117385
SAOUHSC_00850	NC_007795.1	821144	821608	+	465	7114	21082	41101	49999	18440	51867
SAOUHSC_00851	NC_007795.1	821759	823156	+	1398	9542	61821	97875	113042	49858	129589
SAOUHSC_00852	NC_007795.1	823343	823480	+	138	5	19	46	46	14	47
SAOUHSC_00853	NC_007795.1	823486	823800	-	315	17	180	79	52	295	81
SAOUHSC_00854	NC_007795.1	824165	825205	+	1041	1405	6949	1163	1627	6025	1783
SAOUHSC_00855	NC_007795.1	825219	826286	+	1068	2351	4028	705	1033	3034	1121
SAOUHSC_00857	NC_007795.1	826353	826451	+	99	47	81	39	50	46	41
SAOUHSC_00858	NC_007795.1	826499	827347	+	849	127	1716	520	771	1440	929
SAOUHSC_00859	NC_007795.1	827360	828187	+	828	232	1101	389	452	954	626
SAOUHSC_00860	NC_007795.1	828214	829533	+	1320	373	3263	1100	1542	2648	1929
SAOUHSC_00861	NC_007795.1	829617	830534	+	918	4082	18960	7089	9689	17576	10284
SAOUHSC_00862	NC_007795.1	830664	831047	+	384	140	1369	465	643	1353	718
SAOUHSC_00863	NC_007795.1	831126	831392	-	267	46	1010	584	690	878	908
SAOUHSC_00864	NC_007795.1	831490	831924	+	435	46	1070	213	297	899	309
SAOUHSC_00865	NC_007795.1	831924	832703	+	780	337	2031	644	723	1982	937
SAOUHSC_00866	NC_007795.1	832811	833695	+	885	644	3465	1355	1659	2893	2076
SAOUHSC_00867	NC_007795.1	833949	834059	+	111	22	13	2	1	5	1
SAOUHSC_00868	NC_007795.1	834107	834259	+	153	188	8187	422	346	2250	341
SAOUHSC_00869	NC_007795.1	834275	835732	+	1458	3362	53922	8812	11018	35581	12427
SAOUHSC_00870	NC_007795.1	835729	836943	+	1215	649	14784	5674	5733	14780	7162
SAOUHSC_00871	NC_007795.1	836961	837197	+	237	179	5520	1668	1314	3087	1686
SAOUHSC_00872	NC_007795.1	837194	838369	+	1176	1037	19875	9021	9545	18377	12351
SAOUHSC_00873	NC_007795.1	838632	838874	-	243	987	5376	4478	4408	6250	7027
SAOUHSC_00874	NC_007795.1	838975	839298	+	324	51	451	873	566	447	1106
SAOUHSC_00875	NC_007795.1	839357	840421	-	1065	3321	8234	7054	8513	8832	10925
SAOUHSC_00876	NC_007795.1	840738	840974	+	237	453	2975	584	882	1901	1212
SAOUHSC_00877	NC_007795.1	840987	841346	+	360	800	3091	881	1438	2946	1793
SAOUHSC_00878	NC_007795.1	841800	843008	+	1209	6330	27265	10612	13284	25307	17253
SAOUHSC_00879	NC_007795.1	843139	844614	+	1476	476	3564	937	1401	2505	1868
SAOUHSC_00880	NC_007795.1	845025	846341	+	1317	1061	6258	5228	6764	9835	7802
SAOUHSC_00881	NC_007795.1	846360	846734	+	375	765	4747	3171	4074	4564	4821
SAOUHSC_00882	NC_007795.1	846790	847944	-	1155	63	408	3453	4266	258	8202
SAOUHSC_00883	NC_007795.1	848193	848549	-	357	456	4511	1692	1624	3706	2481
SAOUHSC_00884	NC_007795.1	848527	848820	-	294	742	1437	523	680	1432	807
SAOUHSC_00885	NC_007795.1	848820	849299	-	480	807	9268	2372	2493	5447	2958
SAOUHSC_00886	NC_007795.1	849301	850797	-	1497	2384	16119	5073	6363	13566	7305
SAOUHSC_00887	NC_007795.1	850790	851119	-	330	505	5208	1171	1526	3427	1746
SAOUHSC_00888	NC_007795.1	851131	851559	-	429	499	4458	1196	1423	3747	1716
SAOUHSC_00889	NC_007795.1	851552	853957	-	2406	4061	28281	5154	7238	21527	8140
SAOUHSC_00890	NC_007795.1	854088	854471	-	384	49	516	70	96	418	117
SAOUHSC_00891	NC_007795.1	854535	855128	+	594	2586	5236	2592	3277	5074	4510
SAOUHSC_00892	NC_007795.1	855577	855921	+	345	2170	8766	3658	5357	6979	5835
SAOUHSC_00893	NC_007795.1	856283	857410	+	1128	1745	5501	595	1056	3179	1280
SAOUHSC_00894	NC_007795.1	857718	858908	+	1191	2737	19464	2865	5724	15186	5237
SAOUHSC_00895	NC_007795.1	859017	860261	+	1245	7490	31436	10727	17023	24166	17258
SAOUHSC_00896	NC_007795.1	860487	860678	+	192	909	845	1047	1786	840	1984
SAOUHSC_00897	NC_007795.1	860764	861693	-	930	105	939	901	723	630	974
SAOUHSC_00898	NC_007795.1	861935	863314	-	1380	569	7383	43587	29731	1137	32930
SAOUHSC_00899	NC_007795.1	863304	864509	-	1206	1307	7070	21639	14923	940	16616
SAOUHSC_00900	NC_007795.1	864860	866191	+	1332	3184	21533	5227	6790	21540	9456
SAOUHSC_00901	NC_007795.1	866516	867091	+	576	391	7004	1223	1307	4024	1682
SAOUHSC_00902	NC_007795.1	867096	867620	+	525	1123	5678	1714	2024	3707	2230
SAOUHSC_00903	NC_007795.1	867744	868211	+	468	268	3564	1676	2347	2749	2698
SAOUHSC_00904	NC_007795.1	868371	871847	+	3477	877	7296	3929	4764	5849	5414
SAOUHSC_00905	NC_007795.1	871848	875501	+	3654	2372	12812	9408	10210	10734	12558
SAOUHSC_00906	NC_007795.1	875667	876569	+	903	7518	25542	5715	7571	20044	9382
SAOUHSC_00907	NC_007795.1	876898	877287	+	390	488	1498	928	959	1394	1429
SAOUHSC_00908	NC_007795.1	877458	878774	-	1317	4773	13178	3346	5327	11728	5995
SAOUHSC_00909	NC_007795.1	878826	879650	-	825	700	3999	1274	1939	3671	2236
SAOUHSC_00910	NC_007795.1	879806	880072	+	267	914	7443	1910	3081	5815	2882
SAOUHSC_00911	NC_007795.1	880619	882433	+	1815	37	524	1686	1503	533	2602
SAOUHSC_00912	NC_007795.1	882636	885245	+	2610	1753	18970	242582	361272	59105	370583
SAOUHSC_00913	NC_007795.1	885304	886173	-	870	1	54	46	36	51	71
SAOUHSC_00914	NC_007795.1	886283	887428	+	1146	3	36	594	877	48	601
SAOUHSC_00915	NC_007795.1	887412	888053	+	642	7	82	385	447	72	307
SAOUHSC_00916	NC_007795.1	888046	889164	+	1119	10	73	191	205	93	200
SAOUHSC_00917	NC_007795.1	889148	889663	+	516	20	178	159	263	140	193
SAOUHSC_00919	NC_007795.1	890665	890850	-	186	122	2753	984	1275	3807	1612
SAOUHSC_00920	NC_007795.1	891145	892086	+	942	3215	7644	1526	1589	4057	1937
SAOUHSC_00921	NC_007795.1	892098	893342	+	1245	16662	27707	5967	6759	17764	8377
SAOUHSC_00922	NC_007795.1	893397	893768	-	372	6	168	27	25	230	63
SAOUHSC_00923	NC_007795.1	894011	894937	+	927	463	4801	359	391	5168	482
SAOUHSC_00924	NC_007795.1	894937	896007	+	1071	1098	5566	547	579	4829	678
SAOUHSC_00925	NC_007795.1	896024	897106	+	1083	3093	11618	1342	1317	7920	1410
SAOUHSC_00926	NC_007795.1	897096	898037	+	942	3037	12463	1678	1269	8287	1691
SAOUHSC_00927	NC_007795.1	898056	899711	+	1656	6599	30735	6327	4862	22671	7137
SAOUHSC_00928	NC_007795.1	899923	901638	+	1716	108	712	272	261	448	492
SAOUHSC_00929	NC_007795.1	901689	902675	+	987	19	253	87	99	155	147
SAOUHSC_00930	NC_007795.1	902678	903658	+	981	53	239	90	102	135	175
SAOUHSC_00931	NC_007795.1	903651	904613	+	963	20	237	125	86	151	188
SAOUHSC_00932	NC_007795.1	904625	905506	+	882	125	490	367	333	359	582
SAOUHSC_00933	NC_007795.1	905548	906537	-	990	533	6377	3210	2652	5072	3921
SAOUHSC_00934	NC_007795.1	906832	907227	+	396	36559	252732	282992	306469	203503	377054
SAOUHSC_00935	NC_007795.1	907598	908317	+	720	3338	39584	19185	29779	31494	34135
SAOUHSC_00936	NC_007795.1	908438	909424	+	987	6	73	202	194	52	222
SAOUHSC_00937	NC_007795.1	909472	911280	+	1809	822	8246	703	826	5900	1234
SAOUHSC_00938	NC_007795.1	911740	912546	-	807	466	4255	2124	2488	3529	3333
SAOUHSC_00939	NC_007795.1	912569	912886	-	318	193	2577	747	919	2161	1280
SAOUHSC_00940	NC_007795.1	913038	913631	-	594	71	956	226	335	1246	461
SAOUHSC_00941	NC_007795.1	913817	914164	+	348	121	2984	976	1187	2071	1447
SAOUHSC_00942	NC_007795.1	914181	914816	+	636	964	6804	2515	3306	4797	3877
SAOUHSC_00943	NC_007795.1	914833	915642	+	810	1531	7921	4375	5595	7056	6744
SAOUHSC_00944	NC_007795.1	915639	916493	+	855	464	3274	1496	1612	2320	2091
SAOUHSC_00945	NC_007795.1	916514	917899	+	1386	1147	6252	2635	3074	3860	3428
SAOUHSC_00946	NC_007795.1	917909	919753	+	1845	1208	8783	4622	4939	7446	6004
SAOUHSC_00947	NC_007795.1	920031	920801	+	771	1611	13728	7315	8647	13874	11071
SAOUHSC_00948	NC_007795.1	920996	922081	-	1086	665	11991	2839	3146	12009	3866
SAOUHSC_00949	NC_007795.1	922423	923991	+	1569	2313	19863	425	783	17230	654
SAOUHSC_00950	NC_007795.1	924133	924891	+	759	253	2349	528	623	2318	726
SAOUHSC_00951	NC_007795.1	925085	925594	+	510	1082	15276	6395	7018	13970	9897
SAOUHSC_00952	NC_007795.1	925707	926915	-	1209	253	2927	4447	4357	3350	6615
SAOUHSC_00953	NC_007795.1	926875	928050	-	1176	606	6702	4810	5293	5786	7184
SAOUHSC_00954	NC_007795.1	928483	929964	+	1482	1661	6173	3755	3887	4790	4702
SAOUHSC_00955	NC_007795.1	929948	930208	+	261	198	1430	917	623	749	893
SAOUHSC_00956	NC_007795.1	930208	931770	+	1563	2195	9825	9366	7887	7628	10746
SAOUHSC_00957	NC_007795.1	932072	932875	+	804	4106	6949	2326	3252	8363	3647
SAOUHSC_00958	NC_007795.1	933094	935418	+	2325	262	2990	1796	1746	2120	2376
SAOUHSC_00959	NC_007795.1	935435	936793	+	1359	538	5661	5872	5291	4573	7202
SAOUHSC_00960	NC_007795.1	936932	938443	+	1512	720	4746	1673	1580	4285	2495
SAOUHSC_T00049	NC_007795.1	938623	938711	-	89	302	11	107	213	163	274
SAOUHSC_T0008	NC_007795.1	938714	938788	-	75	70	44	259	232	103	294
SAOUHSC_00961	NC_007795.1	938930	939460	-	531	52	539	17176	9743	524	15701
SAOUHSC_00962	NC_007795.1	939709	939927	+	219	13464	64017	1616	2979	40329	2803
SAOUHSC_00963	NC_007795.1	940008	940994	-	987	218	3311	839	1002	1870	1381
SAOUHSC_00964	NC_007795.1	941193	941369	+	177	78	2339	1227	1567	2131	1765
SAOUHSC_00965	NC_007795.1	941384	941986	+	603	680	6051	5006	4391	7747	6111
SAOUHSC_00966	NC_007795.1	942257	942364	+	108	1522	616	988	1746	1986	2138
SAOUHSC_00967	NC_007795.1	942903	943004	+	102	1	9	2	0	2	2
SAOUHSC_00968	NC_007795.1	943330	945294	+	1965	119	917	234	193	882	290
SAOUHSC_00969	NC_007795.1	945297	945617	+	321	26	285	192	124	217	197
SAOUHSC_00970	NC_007795.1	945614	946255	+	642	49	295	380	342	379	532
SAOUHSC_00971	NC_007795.1	946343	946633	-	291	38	279	1001	526	1006	984
SAOUHSC_00972	NC_007795.1	946912	947199	+	288	21	361	79	76	380	110
SAOUHSC_00973	NC_007795.1	947205	948687	+	1483	162	2450	1751	1612	2474	2480
SAOUHSC_00975	NC_007795.1	948776	949132	-	357	98	3533	482	508	4082	746
SAOUHSC_00976	NC_007795.1	949716	950579	+	864	57	269	694	664	287	888
SAOUHSC_00977	NC_007795.1	950625	950756	-	132	210	2825	276	487	2328	498
SAOUHSC_00978	NC_007795.1	950820	951110	-	291	8	115	63	59	154	71
SAOUHSC_00979	NC_007795.1	951200	951751	+	552	66	673	127	185	620	279
SAOUHSC_00980	NC_007795.1	951802	952740	-	939	478	4363	6792	5085	3962	8171
SAOUHSC_00981	NC_007795.1	952891	952995	+	105	20	108	156	209	148	289
SAOUHSC_00982	NC_007795.1	953072	954283	+	1212	121	1414	1561	1783	1325	2545
SAOUHSC_00983	NC_007795.1	954270	955943	+	1674	2100	8494	3991	5402	6646	7229
SAOUHSC_00984	NC_007795.1	955930	956733	+	804	657	4204	3041	3263	3667	4862
SAOUHSC_00985	NC_007795.1	956726	957547	+	822	3668	11436	6861	9419	11619	11981
SAOUHSC_00986	NC_007795.1	957786	958115	-	330	50	429	1794	1078	314	2072
SAOUHSC_00987	NC_007795.1	958153	959334	-	1182	125	1050	5300	3141	942	5672
SAOUHSC_00988	NC_007795.1	959416	960426	-	1011	176	497	3798	2093	427	3915
SAOUHSC_00989	NC_007795.1	960954	962108	-	1155	1411	13214	1618	2175	8507	2336
SAOUHSC_00991	NC_007795.1	962304	963314	-	1011	73	1174	548	533	1328	622
SAOUHSC_00992	NC_007795.1	963467	963886	+	420	16	255	1434	1049	292	1617
SAOUHSC_00993	NC_007795.1	963913	964023	+	111	2	40	293	221	63	339
SAOUHSC_00994	NC_007795.1	964093	967863	-	3771	18883	61983	23448	23483	61613	24661
SAOUHSC_00995	NC_007795.1	968091	968525	-	435	184	798	268	303	628	361
SAOUHSC_00996	NC_007795.1	968680	969150	-	471	573	9153	10014	8543	7494	14119
SAOUHSC_00997	NC_007795.1	969198	970415	-	1218	3255	23620	19566	17238	16047	26089
SAOUHSC_00998	NC_007795.1	970866	972059	+	1194	72	1815	11491	7908	1944	12155
SAOUHSC_00999	NC_007795.1	972596	972874	-	279	2400	14687	7185	11135	19355	12019
SAOUHSC_01000	NC_007795.1	972883	973488	-	606	10810	40118	16671	23203	39583	24763
SAOUHSC_01001	NC_007795.1	973478	975466	-	1989	56456	148702	53750	71852	131382	72857
SAOUHSC_01002	NC_007795.1	975466	976566	-	1101	18285	85387	22912	31802	71163	30339
SAOUHSC_01003	NC_007795.1	976868	976990	+	123	3	37	53	15	28	56
SAOUHSC_01005	NC_007795.1	977138	977455	-	318	759	18062	18071	20180	9826	24241
SAOUHSC_01007	NC_007795.1	978261	979121	-	861	1713	14941	13806	14004	11946	19716
SAOUHSC_01008	NC_007795.1	979385	979804	+	420	3187	7376	1144	1872	6977	1662
SAOUHSC_01009	NC_007795.1	979791	980915	+	1125	3862	23846	3664	5480	14253	4790
SAOUHSC_01010	NC_007795.1	980919	981623	+	705	1797	7304	1087	1558	4036	1438
SAOUHSC_01011	NC_007795.1	981623	981886	+	264	459	3561	881	1129	2912	1199
SAOUHSC_01012	NC_007795.1	981888	982559	+	672	2254	13383	2667	3488	7472	3492
SAOUHSC_01013	NC_007795.1	982552	984741	+	2190	14853	42478	14656	17622	41216	19702
SAOUHSC_01014	NC_007795.1	984720	986204	+	1485	8934	44974	16210	17335	40573	21144
SAOUHSC_01015	NC_007795.1	986197	987225	+	1029	12009	41186	14622	15235	32381	17737
SAOUHSC_01016	NC_007795.1	987228	987794	+	567	4547	29090	9629	9608	18913	11552
SAOUHSC_01017	NC_007795.1	987809	989287	+	1479	15887	75095	27911	28672	51081	34131
SAOUHSC_01018	NC_007795.1	989309	990556	+	1248	23298	70791	40076	36778	62559	50439
SAOUHSC_01019	NC_007795.1	990821	991627	-	807	67	1009	2324	1484	955	2467
SAOUHSC_01021	NC_007795.1	991620	993020	-	1401	906	4207	5269	4869	3886	5900
SAOUHSC_01022	NC_007795.1	993035	993610	-	576	470	2466	1318	1203	2261	1494
SAOUHSC_01023	NC_007795.1	993974	994093	+	120	9	31	71	59	27	96
SAOUHSC_01024	NC_007795.1	994194	994328	-	135	98	5015	742	1347	5100	1460
SAOUHSC_01025	NC_007795.1	994480	995775	+	1296	5294	31664	13296	15317	25781	16339
SAOUHSC_01026	NC_007795.1	996200	997372	+	1173	512	3951	830	1016	2503	1140
SAOUHSC_01027	NC_007795.1	997426	997968	+	543	5883	14662	5001	7250	20014	7792
SAOUHSC_01028	NC_007795.1	998122	998388	+	267	7140	19776	6844	10816	24067	10825
SAOUHSC_01029	NC_007795.1	998391	1000109	+	1719	32748	131528	54078	84256	149180	83798
