# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-T" "1" "-F" "GTF" "-a" "genome.gtf" "-t" "gene" "-g" "gene_id" "-s" "1" "-o" "counts_matrix.txt" "SRR10379726_trimmed.sorted.bam" "SRR10379723_trimmed.sorted.bam" "SRR10379722_trimmed.sorted.bam" "SRR10379725_trimmed.sorted.bam" "SRR10379724_trimmed.sorted.bam" "SRR10379721_trimmed.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10379726_trimmed.sorted.bam	SRR10379723_trimmed.sorted.bam	SRR10379722_trimmed.sorted.bam	SRR10379725_trimmed.sorted.bam	SRR10379724_trimmed.sorted.bam	SRR10379721_trimmed.sorted.bam
SAOUHSC_00809	NC_007795.1	791370	791525	+	156	1	6	10	3	6	9
SAOUHSC_00810	NC_007795.1	791533	792054	+	522	133	146	205	900	494	171
SAOUHSC_00811	NC_007795.1	792193	792723	+	531	489	654	757	2936	1570	800
SAOUHSC_00812	NC_007795.1	792986	795769	+	2784	130583	73939	117855	112155	122773	115354
SAOUHSC_00816	NC_007795.1	797866	798888	+	1023	163	412	502	1530	1811	686
SAOUHSC_00817	NC_007795.1	799223	799693	+	471	257	222	360	858	951	438
SAOUHSC_00818	NC_007795.1	800034	800720	+	687	5	160	114	56	46	254
SAOUHSC_00819	NC_007795.1	801077	801277	+	201	14237	33079	38229	61377	91446	52905
SAOUHSC_00820	NC_007795.1	801773	801991	-	219	276	1331	1595	2726	3057	1790
SAOUHSC_00821	NC_007795.1	802053	802337	-	285	206	644	895	1629	1789	893
SAOUHSC_00822	NC_007795.1	802425	802994	-	570	312	221	316	1174	881	397
SAOUHSC_00823	NC_007795.1	803182	803370	-	189	225	909	728	1922	2273	953
SAOUHSC_00824	NC_007795.1	803399	803659	-	261	313	752	678	2725	2070	911
SAOUHSC_00825	NC_007795.1	804000	804203	+	204	41	705	687	401	440	909
SAOUHSC_00826	NC_007795.1	804200	804436	-	237	943	2817	4443	14473	14950	4192
SAOUHSC_00827	NC_007795.1	804682	805242	+	561	449	6416	5363	1307	1550	7094
SAOUHSC_00828	NC_007795.1	805315	805932	-	618	537	1351	1262	5572	6099	1682
SAOUHSC_00830	NC_007795.1	806087	806581	-	495	463	6814	6900	6303	7139	8423
SAOUHSC_00831	NC_007795.1	806980	807402	-	423	3523	1735	2842	7502	6408	2529
SAOUHSC_00832	NC_007795.1	807550	808266	+	717	35	464	501	565	485	679
SAOUHSC_00833	NC_007795.1	808349	808888	+	540	1387	5819	6863	6504	4278	8634
SAOUHSC_00834	NC_007795.1	809038	809358	-	321	837	741	1234	2232	2714	1651
SAOUHSC_00835	NC_007795.1	809502	809858	+	357	129	220	365	5463	3154	474
SAOUHSC_00836	NC_007795.1	810016	810396	+	381	1044	2594	3545	16605	11955	4234
SAOUHSC_00837	NC_007795.1	810460	810573	+	114	7	52	52	150	74	48
SAOUHSC_00838	NC_007795.1	810575	811453	+	879	112	1040	1478	1139	1151	1436
SAOUHSC_00839	NC_007795.1	811872	811985	+	114	54	122	178	144	144	196
SAOUHSC_00840	NC_007795.1	812195	812581	+	387	219	741	1052	1378	1574	1023
SAOUHSC_00841	NC_007795.1	812574	812870	+	297	157	501	609	1210	1064	544
SAOUHSC_00842	NC_007795.1	813120	814145	+	1026	11150	12966	10424	54169	30740	13354
SAOUHSC_00843	NC_007795.1	814138	814833	+	696	3873	6534	5613	20438	10866	7121
SAOUHSC_00844	NC_007795.1	814851	815672	+	822	3095	15723	11067	37119	16652	15439
SAOUHSC_00845	NC_007795.1	816026	816220	+	195	5855	36959	54929	129951	122786	69298
SAOUHSC_00846	NC_007795.1	816453	817304	-	852	81	976	799	360	469	975
SAOUHSC_00847	NC_007795.1	817632	818393	+	762	6105	42658	57016	26397	26723	55022
SAOUHSC_00848	NC_007795.1	818491	819798	+	1308	8529	79660	98829	37153	44213	105870
SAOUHSC_00849	NC_007795.1	819904	821154	+	1251	19328	89897	109744	47200	45445	117386
SAOUHSC_00850	NC_007795.1	821144	821608	+	465	7114	41101	49999	21082	18440	51867
SAOUHSC_00851	NC_007795.1	821759	823156	+	1398	9542	97875	113042	61821	49858	129589
SAOUHSC_00852	NC_007795.1	823343	823480	+	138	5	46	46	19	14	47
SAOUHSC_00853	NC_007795.1	823486	823800	-	315	17	79	52	180	295	81
SAOUHSC_00854	NC_007795.1	824165	825205	+	1041	1405	1163	1627	6949	6025	1784
SAOUHSC_00855	NC_007795.1	825219	826286	+	1068	2351	705	1033	4028	3034	1121
SAOUHSC_00857	NC_007795.1	826353	826451	+	99	47	39	50	81	46	41
SAOUHSC_00858	NC_007795.1	826499	827347	+	849	127	520	771	1716	1440	929
SAOUHSC_00859	NC_007795.1	827360	828187	+	828	232	389	452	1101	954	626
SAOUHSC_00860	NC_007795.1	828214	829533	+	1320	373	1100	1542	3263	2648	1929
SAOUHSC_00861	NC_007795.1	829617	830534	+	918	4082	7089	9689	18960	17576	10284
SAOUHSC_00862	NC_007795.1	830664	831047	+	384	140	465	643	1369	1353	718
SAOUHSC_00863	NC_007795.1	831126	831392	-	267	46	584	690	1010	878	908
SAOUHSC_00864	NC_007795.1	831490	831924	+	435	46	213	297	1070	899	309
SAOUHSC_00865	NC_007795.1	831924	832703	+	780	337	644	723	2031	1982	937
SAOUHSC_00866	NC_007795.1	832811	833695	+	885	644	1355	1659	3465	2893	2076
SAOUHSC_00867	NC_007795.1	833949	834059	+	111	22	2	1	13	5	1
SAOUHSC_00868	NC_007795.1	834107	834259	+	153	188	422	346	8187	2250	341
SAOUHSC_00869	NC_007795.1	834275	835732	+	1458	3362	8812	11018	53922	35581	12427
SAOUHSC_00870	NC_007795.1	835729	836943	+	1215	649	5674	5733	14784	14780	7162
SAOUHSC_00871	NC_007795.1	836961	837197	+	237	179	1668	1314	5520	3087	1686
SAOUHSC_00872	NC_007795.1	837194	838369	+	1176	1037	9021	9545	19875	18377	12351
SAOUHSC_00873	NC_007795.1	838632	838874	-	243	987	4478	4408	5376	6250	7027
SAOUHSC_00874	NC_007795.1	838975	839298	+	324	51	873	566	451	447	1106
SAOUHSC_00875	NC_007795.1	839357	840421	-	1065	3321	7054	8513	8234	8832	10925
SAOUHSC_00876	NC_007795.1	840738	840974	+	237	453	584	881	2975	1901	1212
SAOUHSC_00877	NC_007795.1	840987	841346	+	360	800	881	1438	3091	2946	1792
SAOUHSC_00878	NC_007795.1	841800	843008	+	1209	6330	10612	13285	27267	25308	17253
SAOUHSC_00879	NC_007795.1	843139	844614	+	1476	476	937	1401	3564	2505	1868
SAOUHSC_00880	NC_007795.1	845025	846341	+	1317	1061	5228	6764	6258	9835	7802
SAOUHSC_00881	NC_007795.1	846360	846734	+	375	765	3171	4074	4747	4564	4821
SAOUHSC_00882	NC_007795.1	846790	847944	-	1155	63	3453	4266	408	258	8202
SAOUHSC_00883	NC_007795.1	848193	848549	-	357	456	1692	1624	4511	3706	2481
SAOUHSC_00884	NC_007795.1	848527	848820	-	294	742	523	680	1437	1432	807
SAOUHSC_00885	NC_007795.1	848820	849299	-	480	807	2372	2493	9268	5447	2958
SAOUHSC_00886	NC_007795.1	849301	850797	-	1497	2384	5073	6363	16119	13566	7305
SAOUHSC_00887	NC_007795.1	850790	851119	-	330	505	1171	1526	5208	3427	1746
SAOUHSC_00888	NC_007795.1	851131	851559	-	429	499	1196	1423	4458	3747	1716
SAOUHSC_00889	NC_007795.1	851552	853957	-	2406	4061	5153	7238	28281	21527	8139
SAOUHSC_00890	NC_007795.1	854088	854471	-	384	49	70	96	516	418	117
SAOUHSC_00891	NC_007795.1	854535	855128	+	594	2586	2592	3277	5236	5074	4510
SAOUHSC_00892	NC_007795.1	855577	855921	+	345	2170	3658	5357	8766	6979	5835
SAOUHSC_00893	NC_007795.1	856283	857410	+	1128	1745	595	1056	5501	3179	1280
SAOUHSC_00894	NC_007795.1	857718	858908	+	1191	2737	2865	5724	19464	15186	5237
SAOUHSC_00895	NC_007795.1	859017	860261	+	1245	7489	10726	17023	31436	24166	17259
SAOUHSC_00896	NC_007795.1	860487	860678	+	192	908	1048	1786	846	840	1989
SAOUHSC_00897	NC_007795.1	860764	861693	-	930	105	901	723	939	630	974
SAOUHSC_00898	NC_007795.1	861935	863314	-	1380	569	43587	29731	7383	1137	32930
SAOUHSC_00899	NC_007795.1	863304	864509	-	1206	1307	21639	14923	7070	940	16616
SAOUHSC_00900	NC_007795.1	864860	866191	+	1332	3184	5227	6790	21533	21540	9456
SAOUHSC_00901	NC_007795.1	866516	867091	+	576	391	1223	1307	7004	4024	1682
SAOUHSC_00902	NC_007795.1	867096	867620	+	525	1123	1714	2024	5678	3707	2230
SAOUHSC_00903	NC_007795.1	867744	868211	+	468	268	1676	2347	3564	2749	2698
SAOUHSC_00904	NC_007795.1	868371	871847	+	3477	877	3929	4763	7296	5849	5414
SAOUHSC_00905	NC_007795.1	871848	875501	+	3654	2372	9408	10210	12812	10734	12558
SAOUHSC_00906	NC_007795.1	875667	876569	+	903	7518	5715	7571	25542	20044	9382
SAOUHSC_00907	NC_007795.1	876898	877287	+	390	488	928	959	1498	1394	1429
SAOUHSC_00908	NC_007795.1	877458	878774	-	1317	4773	3346	5327	13178	11728	5995
SAOUHSC_00909	NC_007795.1	878826	879650	-	825	700	1274	1939	3999	3671	2236
SAOUHSC_00910	NC_007795.1	879806	880072	+	267	914	1910	3081	7443	5815	2882
SAOUHSC_00911	NC_007795.1	880619	882433	+	1815	37	1686	1503	524	533	2602
SAOUHSC_00912	NC_007795.1	882636	885245	+	2610	1753	242582	361272	18970	59105	370583
SAOUHSC_00913	NC_007795.1	885304	886173	-	870	1	46	36	54	51	71
SAOUHSC_00914	NC_007795.1	886283	887428	+	1146	3	594	877	36	48	601
SAOUHSC_00915	NC_007795.1	887412	888053	+	642	7	385	447	82	72	307
SAOUHSC_00916	NC_007795.1	888046	889164	+	1119	10	191	205	73	93	200
SAOUHSC_00917	NC_007795.1	889148	889663	+	516	20	159	263	178	140	193
SAOUHSC_00919	NC_007795.1	890665	890850	-	186	122	984	1275	2753	3807	1612
SAOUHSC_00920	NC_007795.1	891145	892086	+	942	3215	1526	1589	7644	4057	1937
SAOUHSC_00921	NC_007795.1	892098	893342	+	1245	16662	5967	6759	27708	17764	8377
SAOUHSC_00922	NC_007795.1	893397	893768	-	372	6	27	25	168	230	63
SAOUHSC_00923	NC_007795.1	894011	894937	+	927	463	359	391	4801	5167	482
SAOUHSC_00924	NC_007795.1	894937	896007	+	1071	1098	547	579	5566	4829	678
SAOUHSC_00925	NC_007795.1	896024	897106	+	1083	3093	1342	1317	11618	7920	1410
SAOUHSC_00926	NC_007795.1	897096	898037	+	942	3037	1678	1269	12463	8287	1691
SAOUHSC_00927	NC_007795.1	898056	899711	+	1656	6599	6327	4862	30735	22671	7137
SAOUHSC_00928	NC_007795.1	899923	901638	+	1716	108	272	261	712	448	492
SAOUHSC_00929	NC_007795.1	901689	902675	+	987	19	87	99	253	155	147
SAOUHSC_00930	NC_007795.1	902678	903658	+	981	53	90	102	239	135	175
SAOUHSC_00931	NC_007795.1	903651	904613	+	963	20	125	86	237	151	188
SAOUHSC_00932	NC_007795.1	904625	905506	+	882	125	367	333	490	359	582
SAOUHSC_00933	NC_007795.1	905548	906537	-	990	533	3210	2652	6377	5072	3921
SAOUHSC_00934	NC_007795.1	906832	907227	+	396	36559	282991	306469	252730	203503	377053
SAOUHSC_00935	NC_007795.1	907598	908317	+	720	3337	19185	29778	39584	31494	34135
SAOUHSC_00936	NC_007795.1	908438	909424	+	987	6	202	194	73	52	222
SAOUHSC_00937	NC_007795.1	909472	911280	+	1809	822	703	826	8246	5900	1234
SAOUHSC_00938	NC_007795.1	911740	912546	-	807	466	2124	2488	4255	3529	3333
SAOUHSC_00939	NC_007795.1	912569	912886	-	318	193	747	919	2576	2160	1280
SAOUHSC_00940	NC_007795.1	913038	913631	-	594	71	226	335	956	1246	461
SAOUHSC_00941	NC_007795.1	913817	914164	+	348	121	976	1187	2984	2071	1447
SAOUHSC_00942	NC_007795.1	914181	914816	+	636	964	2515	3306	6804	4797	3877
SAOUHSC_00943	NC_007795.1	914833	915642	+	810	1531	4375	5595	7921	7056	6744
SAOUHSC_00944	NC_007795.1	915639	916493	+	855	464	1496	1612	3274	2320	2091
SAOUHSC_00945	NC_007795.1	916514	917899	+	1386	1147	2635	3074	6252	3860	3428
SAOUHSC_00946	NC_007795.1	917909	919753	+	1845	1208	4622	4939	8783	7446	6004
SAOUHSC_00947	NC_007795.1	920031	920801	+	771	1611	7315	8647	13728	13874	11071
SAOUHSC_00948	NC_007795.1	920996	922081	-	1086	665	2839	3146	11991	12009	3866
SAOUHSC_00949	NC_007795.1	922423	923991	+	1569	2313	425	783	19863	17230	654
SAOUHSC_00950	NC_007795.1	924133	924891	+	759	253	528	623	2349	2318	726
SAOUHSC_00951	NC_007795.1	925085	925594	+	510	1082	6395	7018	15276	13970	9897
SAOUHSC_00952	NC_007795.1	925707	926915	-	1209	253	4447	4356	2927	3350	6615
SAOUHSC_00953	NC_007795.1	926875	928050	-	1176	606	4810	5293	6702	5786	7184
SAOUHSC_00954	NC_007795.1	928483	929964	+	1482	1661	3755	3886	6173	4789	4702
SAOUHSC_00955	NC_007795.1	929948	930208	+	261	198	917	623	1430	749	893
SAOUHSC_00956	NC_007795.1	930208	931770	+	1563	2195	9366	7887	9825	7628	10746
SAOUHSC_00957	NC_007795.1	932072	932875	+	804	4106	2326	3252	6949	8363	3647
SAOUHSC_00958	NC_007795.1	933094	935418	+	2325	262	1796	1746	2990	2120	2376
SAOUHSC_00959	NC_007795.1	935435	936793	+	1359	538	5872	5291	5661	4573	7202
SAOUHSC_00960	NC_007795.1	936932	938443	+	1512	720	1673	1580	4746	4285	2495
SAOUHSC_T00049	NC_007795.1	938623	938711	-	89	302	107	213	11	163	274
SAOUHSC_T0008	NC_007795.1	938714	938788	-	75	70	260	232	42	103	292
SAOUHSC_00961	NC_007795.1	938930	939460	-	531	52	17175	9743	539	524	15701
SAOUHSC_00962	NC_007795.1	939709	939927	+	219	13464	1616	2979	64017	40329	2803
SAOUHSC_00963	NC_007795.1	940008	940994	-	987	218	839	1002	3311	1870	1381
SAOUHSC_00964	NC_007795.1	941193	941369	+	177	78	1227	1567	2339	2131	1765
SAOUHSC_00965	NC_007795.1	941384	941986	+	603	680	5006	4391	6051	7747	6111
SAOUHSC_00966	NC_007795.1	942257	942364	+	108	1522	988	1746	616	1986	2138
SAOUHSC_00967	NC_007795.1	942903	943004	+	102	1	2	0	9	2	2
SAOUHSC_00968	NC_007795.1	943330	945294	+	1965	119	234	193	917	882	290
SAOUHSC_00969	NC_007795.1	945297	945617	+	321	26	192	124	285	217	197
SAOUHSC_00970	NC_007795.1	945614	946255	+	642	49	380	342	295	379	532
SAOUHSC_00971	NC_007795.1	946343	946633	-	291	38	1001	526	279	1006	984
SAOUHSC_00972	NC_007795.1	946912	947199	+	288	21	79	76	361	380	110
SAOUHSC_00973	NC_007795.1	947205	948687	+	1483	162	1751	1612	2450	2474	2480
SAOUHSC_00975	NC_007795.1	948776	949132	-	357	98	482	508	3533	4082	746
SAOUHSC_00976	NC_007795.1	949716	950579	+	864	57	694	664	269	287	888
SAOUHSC_00977	NC_007795.1	950625	950756	-	132	210	276	487	2825	2328	498
SAOUHSC_00978	NC_007795.1	950820	951110	-	291	8	63	59	115	154	71
SAOUHSC_00979	NC_007795.1	951200	951751	+	552	66	127	185	673	620	279
SAOUHSC_00980	NC_007795.1	951802	952740	-	939	478	6792	5085	4363	3962	8171
SAOUHSC_00981	NC_007795.1	952891	952995	+	105	20	156	209	108	148	289
SAOUHSC_00982	NC_007795.1	953072	954283	+	1212	121	1561	1783	1413	1325	2545
SAOUHSC_00983	NC_007795.1	954270	955943	+	1674	2100	3991	5402	8494	6646	7229
SAOUHSC_00984	NC_007795.1	955930	956733	+	804	657	3040	3263	4204	3667	4862
SAOUHSC_00985	NC_007795.1	956726	957547	+	822	3668	6861	9419	11436	11619	11981
SAOUHSC_00986	NC_007795.1	957786	958115	-	330	50	1794	1078	429	314	2072
SAOUHSC_00987	NC_007795.1	958153	959334	-	1182	125	5300	3141	1050	942	5672
SAOUHSC_00988	NC_007795.1	959416	960426	-	1011	176	3798	2093	497	427	3915
SAOUHSC_00989	NC_007795.1	960954	962108	-	1155	1411	1618	2175	13214	8507	2336
SAOUHSC_00991	NC_007795.1	962304	963314	-	1011	73	548	533	1174	1328	622
SAOUHSC_00992	NC_007795.1	963467	963886	+	420	16	1434	1049	255	292	1617
SAOUHSC_00993	NC_007795.1	963913	964023	+	111	2	293	221	40	63	339
SAOUHSC_00994	NC_007795.1	964093	967863	-	3771	18883	23448	23483	61983	61612	24661
SAOUHSC_00995	NC_007795.1	968091	968525	-	435	184	268	303	798	628	361
SAOUHSC_00996	NC_007795.1	968680	969150	-	471	573	10014	8543	9153	7494	14119
SAOUHSC_00997	NC_007795.1	969198	970415	-	1218	3255	19566	17238	23620	16047	26089
SAOUHSC_00998	NC_007795.1	970866	972059	+	1194	72	11491	7908	1815	1944	12155
SAOUHSC_00999	NC_007795.1	972596	972874	-	279	2399	7185	11135	14687	19355	12019
SAOUHSC_01000	NC_007795.1	972883	973488	-	606	10810	16671	23203	40118	39582	24763
SAOUHSC_01001	NC_007795.1	973478	975466	-	1989	56456	53750	71852	148701	131382	72857
SAOUHSC_01002	NC_007795.1	975466	976566	-	1101	18285	22912	31802	85387	71163	30338
SAOUHSC_01003	NC_007795.1	976868	976990	+	123	3	53	15	37	28	56
SAOUHSC_01005	NC_007795.1	977138	977455	-	318	759	18071	20180	18062	9826	24241
SAOUHSC_01007	NC_007795.1	978261	979121	-	861	1713	13806	14004	14941	11946	19716
SAOUHSC_01008	NC_007795.1	979385	979804	+	420	3187	1144	1872	7377	6977	1662
SAOUHSC_01009	NC_007795.1	979791	980915	+	1125	3862	3664	5480	23846	14253	4790
SAOUHSC_01010	NC_007795.1	980919	981623	+	705	1797	1087	1558	7304	4036	1438
SAOUHSC_01011	NC_007795.1	981623	981886	+	264	459	881	1129	3561	2912	1199
SAOUHSC_01012	NC_007795.1	981888	982559	+	672	2254	2667	3488	13383	7472	3492
SAOUHSC_01013	NC_007795.1	982552	984741	+	2190	14853	14656	17622	42478	41216	19702
SAOUHSC_01014	NC_007795.1	984720	986204	+	1485	8934	16210	17335	44974	40572	21144
SAOUHSC_01015	NC_007795.1	986197	987225	+	1029	12009	14622	15235	41186	32380	17736
SAOUHSC_01016	NC_007795.1	987228	987794	+	567	4547	9629	9608	29090	18912	11552
SAOUHSC_01017	NC_007795.1	987809	989287	+	1479	15887	27911	28671	75095	51081	34131
SAOUHSC_01018	NC_007795.1	989309	990556	+	1248	23298	40076	36778	70791	62557	50439
SAOUHSC_01019	NC_007795.1	990821	991627	-	807	67	2324	1484	1009	955	2467
SAOUHSC_01021	NC_007795.1	991620	993020	-	1401	906	5269	4869	4207	3886	5900
SAOUHSC_01022	NC_007795.1	993035	993610	-	576	470	1318	1203	2466	2260	1494
SAOUHSC_01023	NC_007795.1	993974	994093	+	120	9	71	59	31	27	96
SAOUHSC_01024	NC_007795.1	994194	994328	-	135	98	742	1347	5015	5100	1460
SAOUHSC_01025	NC_007795.1	994480	995775	+	1296	5294	13296	15317	31663	25781	16339
SAOUHSC_01026	NC_007795.1	996200	997372	+	1173	512	830	1016	3951	2503	1140
SAOUHSC_01027	NC_007795.1	997426	997968	+	543	5883	5001	7250	14662	20014	7792
SAOUHSC_01028	NC_007795.1	998122	998388	+	267	7138	6842	10812	19774	24064	10824
SAOUHSC_01029	NC_007795.1	998391	1000109	+	1719	32748	54078	84256	131528	149179	83798
SAOUHSC_01030	NC_007795.1	1000346	1000579	-	234	11	340	302	304	455	536
SAOUHSC_01031	NC_007795.1	1000777	1002138	+	1362	1085	6136	7460	5512	5191	10081
SAOUHSC_01032	NC_007795.1	1002135	1003154	+	1020	294	4808	5845	5054	4315	7991
SAOUHSC_01034	NC_007795.1	1003287	1003949	+	663	2579	3979	5607	8700	6107	6586
SAOUHSC_A00992	NC_007795.1	1003967	1004122	+	156	385	900	1413	1312	1163	1407
SAOUHSC_01035	NC_007795.1	1004298	1005995	-	1698	3136	13383	17652	30025	34006	24739
SAOUHSC_01036	NC_007795.1	1005995	1006213	-	219	260	1175	1254	4470	2955	1809
SAOUHSC_01037	NC_007795.1	1006242	1006364	-	123	5	101	138	780	353	118
SAOUHSC_01038	NC_007795.1	1006694	1007245	-	552	290	1303	1409	2062	2075	2197
SAOUHSC_01039	NC_007795.1	1007610	1008236	+	627	260	2096	2158	6293	5620	3451
SAOUHSC_01040	NC_007795.1	1008407	1009519	+	1113	7496	25290	33823	21597	33033	36499
SAOUHSC_01041	NC_007795.1	1009523	1010500	+	978	12835	19250	24578	15055	26371	28659
SAOUHSC_01042	NC_007795.1	1010591	1011883	+	1293	18771	39517	52990	34744	55737	58926
SAOUHSC_01043	NC_007795.1	1011887	1013293	+	1407	13097	52206	65015	36959	80877	81577
SAOUHSC_01044	NC_007795.1	1013461	1013736	+	276	238	516	623	1302	1000	772
SAOUHSC_01045	NC_007795.1	1013880	1014419	+	540	87	1246	1422	2165	1267	1280
SAOUHSC_01046	NC_007795.1	1014432	1015526	+	1095	129	2319	2766	3023	1717	2384
SAOUHSC_01047	NC_007795.1	1015519	1016316	+	798	84	1128	1117	1027	617	1107
SAOUHSC_01048	NC_007795.1	1016322	1017131	+	810	108	2391	2360	1813	1246	2417
SAOUHSC_01049	NC_007795.1	1017131	1018204	+	1074	4232	5590	6173	5880	4954	6584
SAOUHSC_01050	NC_007795.1	1018278	1019297	+	1020	6478	30230	28766	48009	32200	38237
SAOUHSC_01051	NC_007795.1	1019580	1019999	+	420	606	654	856	5025	3629	1233
SAOUHSC_01053	NC_007795.1	1020081	1021433	-	1353	51	748	558	600	496	1004
SAOUHSC_01054	NC_007795.1	1021617	1022231	-	615	241	445	695	2060	1742	1123
SAOUHSC_01055	NC_007795.1	1022388	1023215	+	828	3410	12638	14844	9202	8914	19590
SAOUHSC_01055a	NC_007795.1	1023369	1023560	-	192	417	1519	1599	3203	2701	2017
SAOUHSC_01058	NC_007795.1	1023662	1025509	+	1848	2387	17383	14680	11572	14279	20880
SAOUHSC_01060	NC_007795.1	1025649	1025816	-	168	132	586	728	1218	1085	852
SAOUHSC_01061	NC_007795.1	1025818	1026300	-	483	240	1257	1267	2626	2457	1814
SAOUHSC_01062	NC_007795.1	1026441	1026716	+	276	347	1888	2278	4892	6671	2814
SAOUHSC_01063	NC_007795.1	1027030	1028256	+	1227	862	3252	3374	7480	6183	4660
SAOUHSC_01064	NC_007795.1	1028810	1032262	+	3453	13017	11930	14449	51822	53745	18249
SAOUHSC_01065	NC_007795.1	1032402	1033472	-	1071	1924	3618	4053	8293	7385	5346
SAOUHSC_01066	NC_007795.1	1033753	1034664	+	912	1815	2500	4384	10703	9633	3647
SAOUHSC_01067	NC_007795.1	1034689	1035150	+	462	434	2067	2782	8445	6523	2877
SAOUHSC_01068	NC_007795.1	1035362	1035565	+	204	2	6	5	16	8	11
SAOUHSC_01069	NC_007795.1	1035477	1036514	+	1038	682	2324	2925	6385	5301	3580
SAOUHSC_01070	NC_007795.1	1036530	1036964	+	435	401	1232	1499	2571	2319	1895
SAOUHSC_01071	NC_007795.1	1037027	1037953	-	927	668	794	1061	3796	2306	1426
SAOUHSC_01072	NC_007795.1	1038192	1038446	+	255	27	265	396	998	987	491
SAOUHSC_01073	NC_007795.1	1038449	1038838	-	390	29	114	150	329	399	199
SAOUHSC_01074	NC_007795.1	1038980	1039450	+	471	369	952	769	1642	1048	1229
SAOUHSC_01075	NC_007795.1	1039452	1039934	+	483	345	2007	1550	2266	1838	2602
SAOUHSC_01076	NC_007795.1	1039996	1041135	-	1140	54	195	243	493	451	349
SAOUHSC_01077	NC_007795.1	1041262	1041819	+	558	3104	44269	40226	24970	25224	48626
SAOUHSC_01078	NC_007795.1	1041899	1042073	+	175	1019	11142	7930	8304	6556	11807
SAOUHSC_01079	NC_007795.1	1042227	1044164	-	1938	72	744	725	405	355	1101
SAOUHSC_01081	NC_007795.1	1044368	1045420	-	1053	404	465	533	2895	1560	855
SAOUHSC_01082	NC_007795.1	1045629	1046312	+	684	35	119	165	381	323	194
SAOUHSC_01084	NC_007795.1	1046312	1047388	+	1077	16	259	256	500	342	389
SAOUHSC_01085	NC_007795.1	1047415	1048263	+	849	17	176	217	207	152	303
SAOUHSC_01086	NC_007795.1	1048276	1049052	+	777	10	69	74	115	68	103
SAOUHSC_01087	NC_007795.1	1048947	1049240	+	294	6	35	43	34	32	50
SAOUHSC_01088	NC_007795.1	1049302	1050036	+	735	13	98	81	100	76	139
SAOUHSC_01089	NC_007795.1	1050055	1050378	+	324	3	71	53	87	43	100
SAOUHSC_01090	NC_007795.1	1050415	1050522	+	108	0	1	2	0	1	6
SAOUHSC_01091	NC_007795.1	1050762	1051502	+	741	682	1625	1764	4789	4521	2298
SAOUHSC_01092	NC_007795.1	1051883	1052941	+	1059	420	589	820	1591	1404	878
SAOUHSC_01093	NC_007795.1	1052941	1055343	+	2403	1603	3393	3646	10019	7918	5050
SAOUHSC_01095	NC_007795.1	1055514	1056452	-	939	264	389	496	1055	963	677
SAOUHSC_01096	NC_007795.1	1056822	1057082	+	261	199	1061	1184	2037	1645	1453
SAOUHSC_01097	NC_007795.1	1057090	1057611	+	522	84	1644	1875	2083	2129	2540
SAOUHSC_01098	NC_007795.1	1057684	1059396	+	1713	332	2999	4234	3945	4235	5322
SAOUHSC_01099	NC_007795.1	1059406	1061754	+	2349	1510	6446	8261	8835	8953	10001
SAOUHSC_01100	NC_007795.1	1061927	1062241	+	315	1384	4145	7647	13649	16060	9452
SAOUHSC_01101	NC_007795.1	1062304	1062399	-	96	0	17	8	6	12	26
SAOUHSC_01102	NC_007795.1	1062565	1064346	+	1782	1662	3190	4627	8580	6844	4891
SAOUHSC_01103	NC_007795.1	1064670	1065284	+	615	1376	5834	8490	12359	12760	8290
SAOUHSC_01104	NC_007795.1	1065336	1067102	+	1767	20089	37311	52413	57037	49911	52090
SAOUHSC_01105	NC_007795.1	1067102	1067917	+	816	5641	27134	36062	27497	30232	38634
SAOUHSC_01106	NC_007795.1	1068153	1068953	+	801	1500	2352	3694	7930	6411	4042
SAOUHSC_01107	NC_007795.1	1068965	1069552	+	588	524	1813	2589	4858	4317	3036
SAOUHSC_01108	NC_007795.1	1069545	1070048	+	504	286	1947	3178	5716	4645	3443
SAOUHSC_01109	NC_007795.1	1070176	1070343	+	168	0	2	0	2	4	0
SAOUHSC_01110	NC_007795.1	1070537	1070866	+	330	247	7894	9870	8985	21226	14981
SAOUHSC_01111	NC_007795.1	1071183	1071275	-	93	0	3	0	1	2	1
SAOUHSC_01112	NC_007795.1	1071235	1071636	-	402	14	459	472	440	586	791
SAOUHSC_01113	NC_007795.1	1072308	1072814	+	507	40	1165	694	536	523	1119
SAOUHSC_01114	NC_007795.1	1073073	1073570	+	498	462	4285	5147	4834	9158	7270
SAOUHSC_01115	NC_007795.1	1073724	1074074	+	351	142	3026	3190	3376	5891	4946
SAOUHSC_01118	NC_007795.1	1074500	1074745	+	246	45	199	223	108	119	344
SAOUHSC_01119	NC_007795.1	1074896	1075081	-	186	57	619	443	853	1074	778
SAOUHSC_A01081	NC_007795.1	1075291	1075509	-	219	65	99	34	375	285	44
SAOUHSC_01120	NC_007795.1	1075703	1075936	-	234	116	707	751	1757	1808	969
SAOUHSC_01121	NC_007795.1	1076413	1077372	-	960	2871	420312	377571	30564	33085	582098
SAOUHSC_01122	NC_007795.1	1078045	1078191	+	147	0	5	5	0	1	5
